时间,区块高度,Hash,尾数,单双,大小
2026-08-06 08:46:07,85102091,0000000005128e0b31ad560684463767410fd2f4e2b7e0bf92c9839352550d90,0,双,小
2026-08-06 08:46:38,85102101,0000000005128e152f7a766df37fb5b567f12d80254e7ab16445ad7358c81c70,0,双,小
2026-08-06 08:47:11,85102112,0000000005128e2007d59c492472aa1e6638def9277bb294d58cf5f7292284b0,0,双,小
2026-08-06 08:47:48,85102125,0000000005128e2dc154e2cdc53a392f15e98b4fdaea1d6bbad9cfbfd1352a87,7,单,大
2026-08-06 08:48:22,85102136,0000000005128e387b2307235626268b8c011d1cf4f6f7942318d671020e7f0b,0,双,小
2026-08-06 08:48:53,85102146,0000000005128e4262b0ef9945722a9ec0f3f1a30d778d5b42cb4eefec3837e9,9,单,大
2026-08-06 08:49:27,85102157,0000000005128e4d50bc11671031a7d2a3b313a5bd3f37e865a3392a27d59f78,8,双,大
2026-08-06 08:50:00,85102169,0000000005128e59bb40a88fd6d43aef625ced62885f6e8851936631140d8ae7,7,单,大
2026-08-06 08:50:31,85102179,0000000005128e630815ab365b17e824e658c0c2eaf65b7202e25f8ed424635b,5,单,大
2026-08-06 08:51:02,85102189,0000000005128e6dedd5a1957cddefe18bba69abb4c60810a9d19ed73763a538,8,双,大
2026-08-06 08:51:40,85102202,0000000005128e7a3ba30788d8fdc7db2df48302be216113682d28b17cbf05ee,5,单,大
2026-08-06 08:52:11,85102212,0000000005128e849ed6bc9c94560fd73c54097989c5fd5583ab9a6d225e1d5e,5,单,大
2026-08-06 08:52:43,85102223,0000000005128e8f0660f2dc989ab6c28a3b5ab567f30f219679f74fd1225115,5,单,大
2026-08-06 08:53:14,85102233,0000000005128e99b28ec76126ea82b227fc7214cadf5c799259b74da2e7ff66,6,双,大
2026-08-06 08:53:47,85102244,0000000005128ea47d6552e41540dba8909577e50830e943f149c1c385d978a9,9,单,大
2026-08-06 08:54:21,85102256,0000000005128eb0e54dc307a29d88d5c456d73bb22bc3246cbd474d12eff771,1,单,小
2026-08-06 08:54:55,85102267,0000000005128ebbd83ec5ed99d15b1c45c2a92447cd0dac93724aa5369c1612,2,双,小
2026-08-06 08:55:25,85102277,0000000005128ec5c90339746d1e59f7deb1c4f755b50dd57b48b9538fd7fa25,5,单,大
2026-08-06 08:56:12,85102293,0000000005128ed501313b7d6cc5152768448a47b622e85cd6fada2921e1e7d0,0,双,小
2026-08-06 08:56:46,85102304,0000000005128ee0165497db5641094e548c0bb4f560f2a7bcf7ddee5b0bec1a,1,单,小
2026-08-06 08:57:17,85102314,0000000005128eea948bde9c45572088f651cd67d7e6ee29ec92f10de0494a05,5,单,大
2026-08-06 08:57:47,85102325,0000000005128ef564c2e2ef51a5781d763ef32f0faeb39cb00fb3b9151614e5,5,单,大
2026-08-06 08:58:27,85102338,0000000005128f025cfef00a472cec3f3153f63e31985586361bd5feaca632c7,7,单,大
2026-08-06 08:59:03,85102350,0000000005128f0e73cae58261927e9f22ad554e84513cef17762f01af83abc1,1,单,小
2026-08-06 08:59:36,85102361,0000000005128f1983937621a300fb1cdd918401d7824fe5526d5e3471ac797d,7,单,大
2026-08-06 09:00:09,85102371,0000000005128f23871dc87c1f5d0f502ab44d928b46ab9d1cfc979251477b46,6,双,大
2026-08-06 09:00:39,85102382,0000000005128f2ecaba03b39a106ef96f043bb91df5bf935d1a401f7ea917db,7,单,大
2026-08-06 09:01:11,85102392,0000000005128f389586dc44c4204fec85930032ea2d2e91b71d62862ab57a3a,3,单,小
2026-08-06 09:01:49,85102405,0000000005128f451c2cb17b12dd1db63372ef7a7230b337285a9df7034113ef,3,单,小
2026-08-06 09:02:20,85102415,0000000005128f4f32743f2cfa99f0f12996e69830d9d7bd7deeea19313068c7,7,单,大
2026-08-06 09:02:54,85102427,0000000005128f5bbc4b68ba0a2ecb5438698ba8380a19f7e2cbcc599ff5cde2,2,双,小
2026-08-06 09:03:29,85102438,0000000005128f66f8d93e385a17135729537a31a71b9c7dbed4399a274d18d6,6,双,大
2026-08-06 09:04:00,85102449,0000000005128f7165836dc1f5d6317ce0949a6ebc8bb7eef18ff9cd74256776,6,双,大
2026-08-06 09:04:32,85102459,0000000005128f7bc804f7488f8fe66b90b111d949f589881d9d330ca30ac3c7,7,单,大
2026-08-06 09:05:10,85102471,0000000005128f878ffccf6b4e6715904b9495c01f6d5d37323fd869ba2bfd23,3,单,小
2026-08-06 09:05:41,85102482,0000000005128f92c95def2687a5f8d6036d4a4fcb1352ebc576be9ead41d8ce,8,双,大
2026-08-06 09:06:13,85102492,0000000005128f9cb50abfbc012a963f75e3b37338b2a9e4b39d40e5de6b8106,6,双,大
2026-08-06 09:06:43,85102503,0000000005128fa7013e76e70acf623387841c172d28ea2150997fec2b5f6196,6,双,大
2026-08-06 09:07:21,85102515,0000000005128fb3457fa830f84ce1574fc7bd69c09e4b3a05fd18532ff54279,9,单,大
2026-08-06 09:07:52,85102526,0000000005128fbe3c08f78e24cba9900f3d7b3092432cf61d9960fa21741de7,7,单,大
2026-08-06 09:08:23,85102536,0000000005128fc8d019600bf821c7bb772657c4bbaf2dbbab97471da52b8d54,4,双,小
2026-08-06 09:08:58,85102548,0000000005128fd4e4dcf207400212e65235acfa6ade04f540c9ac805bca0ce7,7,单,大
2026-08-06 09:09:29,85102558,0000000005128fdea4a21b64b66240b57b4e8c8cf6170b76a1125b491805e492,2,双,小
2026-08-06 09:10:06,85102571,0000000005128feb08dbf8e76ed9233b526e4025e2757763b932c513cca9f3dd,3,单,小
2026-08-06 09:10:44,85102583,0000000005128ff7559b46fcf94364eb63b0d09e711166524c5bf4691bbc096e,6,双,大
2026-08-06 09:11:18,85102595,0000000005129003c7982b26f6628e17a7baf3a47b7eb7fbba13865a4f8b90b2,2,双,小
2026-08-06 09:11:53,85102606,000000000512900ed9b5f48e1dcd9bc0dab74f95247b97f9cb4e353697c45f18,8,双,大
2026-08-06 09:12:29,85102618,000000000512901a717fb4ff6e57eb06969d73910aac1b0b6fb62790f26bba56,6,双,大
2026-08-06 09:13:07,85102631,00000000051290275ecfabe0b5122396c07974796ae3e320cdac95b39657513b,3,单,小
2026-08-06 09:13:42,85102642,0000000005129032b6ab2c053b076a15c88be1ffea17e1f13314b5608103522f,2,双,小
2026-08-06 09:14:16,85102654,000000000512903ee79c04776b37b0736f07ef75ed81259f2d1e7263de74bd22,2,双,小
2026-08-06 09:14:47,85102664,0000000005129048f328700d5dd9a2b0bfcca5c5ce6d00b6297ddbe856b80c64,4,双,小
2026-08-06 09:15:16,85102674,00000000051290528161a88a632f25cacf664f9fc192a8ec653b11aeed6b58ed,8,双,大
2026-08-06 09:15:47,85102684,000000000512905c8c166172af7c5a8d7b51352cb0d8d8ab907c216d185672c6,6,双,大
2026-08-06 09:16:22,85102696,000000000512906890182a691ecb38f1d485e29b9202c296d851cced533f3e37,7,单,大
2026-08-06 09:16:53,85102706,00000000051290720279cc97d4ed1ac470518a137b5c20943b85e81bbea93bf4,4,双,小
2026-08-06 09:17:33,85102720,000000000512908058703293cb0a1bb115fb6cd25faf199d561df9af2927a884,4,双,小
2026-08-06 09:18:05,85102731,000000000512908bb9516b386c8e4ba937f68d51fb624065633aab91bdc107a7,7,单,大
2026-08-06 09:18:45,85102743,0000000005129097529c661a780a102fb1a328016d26829ba77e794ed8ca9ad9,9,单,大
2026-08-06 09:19:16,85102754,00000000051290a2ba5042f68a774024d9eba3259340985cc19bafa1ccab9180,0,双,小
2026-08-06 09:19:46,85102764,00000000051290ac57d739bc5043ba32a93b29a29d0deecb45350299d037a339,9,单,大
2026-08-06 09:20:20,85102776,00000000051290b8a48f06c5ab1dfccab53daf318289405e43a8139e8ad22bdc,2,双,小
2026-08-06 09:21:00,85102789,00000000051290c52d92a56750f080aa00d58a550e97d2025dabaf2dbb4d183b,3,单,小
2026-08-06 09:21:35,85102800,00000000051290d077de0ad5a3888ea2d05bd8972527e3f13dd23e25be504b09,9,单,大
2026-08-06 09:22:06,85102810,00000000051290da647f2d219f28b0e4dd861b03cd52e490a66aef5aefdda9e1,1,单,小
2026-08-06 09:22:37,85102821,00000000051290e5f4d55a857c161a1391b0396751ceb53ba9cc02cae8e675d1,1,单,小
2026-08-06 09:23:08,85102831,00000000051290efe2007e788d007dd7303498aec271c571a481263ec9537f85,5,单,大
2026-08-06 09:23:51,85102846,00000000051290fe1acb8eff31e48a9386bddb6e0345ebcee7d51f3426f20b5e,5,单,大
2026-08-06 09:24:25,85102857,00000000051291097fbafb8cd86f830edbffa360ac4c0319ebee3132566700fe,0,双,小
2026-08-06 09:24:57,85102868,0000000005129114c516049f98375f690bafbef37252c361fce656a99bf81b91,1,单,小
2026-08-06 09:25:28,85102878,000000000512911ee32eb66d55e5a77a3c9a3f81f2e2f03355e8a31f06f427e4,4,双,小
2026-08-06 09:25:59,85102888,0000000005129128745113aeabb6059c4983980989a7ed21654e752329e3b5fd,5,单,大
2026-08-06 09:26:33,85102900,000000000512913480e409a29cff8843c05ff131c49d34db6288419e49947f2a,2,双,小
2026-08-06 09:27:07,85102911,000000000512913f6141afc4764a5009a109aec4fb13b64c3b6731150c106c88,8,双,大
2026-08-06 09:27:37,85102921,000000000512914954fc46acea441dcbd13b4e33d9ed070fabaca9b2ecc5f1ed,1,单,小
2026-08-06 09:28:09,85102931,0000000005129153e7013cdeedddf014a81408b3b126066523585fee57bb9e02,2,双,小
2026-08-06 09:28:43,85102943,000000000512915f1211e0427017c488b9bed4ee6b2d664f5eed43f2852bccec,2,双,小
2026-08-06 09:29:14,85102953,0000000005129169be2f7a170b8592bae2512ddf53147e12e30649912b5e4a9c,9,单,大
2026-08-06 09:29:48,85102965,000000000512917556eb35f1573c89ffc0aa1968c60f644b81841616f678727a,7,单,大
2026-08-06 09:30:26,85102978,0000000005129182fc9c5904f69f00f1a2873493100fd7fbf9df50fe04847979,9,单,大
2026-08-06 09:31:01,85102989,000000000512918d92999c3fbbe89c2dd489329aef897c7a51d333d93fa4c58d,8,双,大
2026-08-06 09:31:32,85102999,00000000051291975ae155ae6a560e64deb9e714daed90ffc6d1c6562c16e659,9,单,大
2026-08-06 09:32:09,85103011,00000000051291a30f8733702ed03c6abd619f5aa33f96537221d905fbbfb4e3,3,单,小
2026-08-06 09:32:41,85103022,00000000051291ae03da2c2ba75d6ebc50dbe2b8d8ae9c01a0588209df084924,4,双,小
2026-08-06 09:33:21,85103035,00000000051291bb8a363e2ff6664b23bb884f3957c0533ce25f3b9277e94efc,4,双,小
2026-08-06 09:34:02,85103049,00000000051291c90dec2ea39fab54c79acc33d261a57459597e0935a1f304d9,9,单,大
2026-08-06 09:34:36,85103061,00000000051291d5c1396e02ee381246f27427c8bbb1339d49af1a340c14001b,1,单,小
2026-08-06 09:35:08,85103071,00000000051291df34cdfeed058ea2554ba21dab198658b028cf3c236581a6ae,6,双,大
2026-08-06 09:35:42,85103083,00000000051291eb1952d6c042d8dd9d4b917e0cf651afce73433377f6746c40,0,双,小
2026-08-06 09:36:13,85103093,00000000051291f51bbc4f35d5262b595b0b0250b591901ed39c79f009607528,8,双,大
2026-08-06 09:36:48,85103105,00000000051292012fcc34628b2aa253f5278fd4bca403896d5452ad1575ca90,0,双,小
2026-08-06 09:37:24,85103116,000000000512920cc9569127f5234637551ccdce52cf952d80c64c53303a313c,3,单,小
2026-08-06 09:38:03,85103130,000000000512921a5b363e23a1a1b37eddb759aa80da3229bd777e38b6003665,5,单,大
2026-08-06 09:38:35,85103140,00000000051292242d5d558fda536bda5952ebc577d961dfb0a5fed9875d15c6,6,双,大
2026-08-06 09:39:08,85103151,000000000512922f25b16df153bd33eef86bca1603c50137edc94a896ab096cb,6,双,大
2026-08-06 09:39:40,85103162,000000000512923a6e307b6aa2a5959256c4ee0e616b9b360adfa0cacbac2e69,9,单,大
2026-08-06 09:40:11,85103172,0000000005129244d9f6c7ebfe377f2b80c4506d738859d097b5c08601dd0b98,8,双,大
2026-08-06 09:40:46,85103184,0000000005129250730d76447432b5482bfad241bee1556bbe13f74e4b94522f,2,双,小
2026-08-06 09:41:18,85103194,000000000512925ab4d72ffdeb4ac9658bec851d79cba1e440b74cdb2878aeff,8,双,大
2026-08-06 09:41:48,85103205,00000000051292654f3f25af434e01935ebbbb274da5ae66817dedd0d645a82a,2,双,小
2026-08-06 09:42:19,85103215,000000000512926fba1823cccdb688de25c1e1473fbbe4b1ff5a30e0e449ce83,3,单,小
2026-08-06 09:42:49,85103225,0000000005129279439a4208a25c55e648b5cd4785309ac76c732700e117a576,6,双,大
2026-08-06 09:43:24,85103237,0000000005129285f32bda5ba7ef51760c2697ee2ceb5b46558fe596f8995cb1,1,单,小
2026-08-06 09:43:57,85103247,000000000512928fb9691a2ac23e6229627872f86f137435b94d97d9bf0b217d,7,单,大
2026-08-06 09:44:28,85103258,000000000512929aca8128918c329b9fc30d1d4ea88bb3b15b97f17ba0007d07,7,单,大
2026-08-06 09:44:59,85103268,00000000051292a4a48b68e3e16fafe6ba314b5b224cc14175efd92b520f65a9,9,单,大
2026-08-06 09:45:34,85103280,00000000051292b0e0181709a72e245f4d33b385343e9740483d68980170602d,2,双,小
2026-08-06 09:46:12,85103292,00000000051292bc4a6a7050decf0dabcb77e622f4a22dd02dbbaaf1669b4eaa,4,双,小
2026-08-06 09:46:47,85103304,00000000051292c8b275adad144c96377e1bf9f1feecf2a433fa47faa223df1b,1,单,小
2026-08-06 09:47:18,85103315,00000000051292d3912b707502d717872df81bd05b74170d09edb928b7bed287,7,单,大
2026-08-06 09:47:49,85103325,00000000051292dd7a41a8069862dbddba670194d4a4c8ec8ee0cc35a5c76766,6,双,大
2026-08-06 09:48:21,85103336,00000000051292e8a0b1040dfadc737c82a3fb27b6f453e97c568eed4630f9bc,9,单,大
2026-08-06 09:48:58,85103348,00000000051292f4287644024f6453e514a16f3efe68bb5137988ea0f9e55e25,5,单,大
2026-08-06 09:49:33,85103360,00000000051293008b8ccc12f4fc36cd58ca0738cb04379b3966d75e259d09cf,9,单,大
2026-08-06 09:50:10,85103372,000000000512930c35960f75837519e6613898ee4a57ec0ca658426ddeae1f6e,6,双,大
2026-08-06 09:50:40,85103382,00000000051293164769680f85026e8f1671ce18f6debbc3b4de90891b9fa562,2,双,小
2026-08-06 09:51:12,85103392,000000000512932065348267fbf03235366f092a0f9609b6977c12e6e3e1f361,1,单,小
2026-08-06 09:51:43,85103403,000000000512932b89cfd246c86ea487c170b29d0b00cd334ebe86e9c31d3847,7,单,大
2026-08-06 09:52:20,85103415,000000000512933782675a3b1e75d685a3b09640d00ad88c171f534f22260fc1,1,单,小
2026-08-06 09:52:54,85103427,00000000051293439954a893e22ca8249910040a5b8ee6c4558a2d7d93d2b7d8,8,双,大
2026-08-06 09:53:32,85103439,000000000512934f612372ef650fc67d6fd55202e4c58ed214544cf688b3e1da,1,单,小
2026-08-06 09:54:07,85103451,000000000512935b38655e0a9bc4d55dfb9395136b194fb25abf2200567e7d86,6,双,大
2026-08-06 09:54:37,85103461,000000000512936596c8f3427913af7c2a2749402cac8bfc2c84ac7c63003f03,3,单,小
2026-08-06 09:55:08,85103471,000000000512936ff5327d6fdade024a31a22ef27927e32b5a683adf77ca29e8,8,双,大
2026-08-06 09:55:45,85103483,000000000512937b8b1bccff16ae2900609990a0086635623b7ea8205131f1ba,1,单,小
2026-08-06 09:56:19,85103495,0000000005129387af3c8369585596d3cb14f4b282a3661237fa9f3e199f3ecf,3,单,小
2026-08-06 09:56:49,85103505,00000000051293918385e2d5ed556a340659e17ec04f9bb8f10d002c1b4eea17,7,单,大
2026-08-06 09:57:26,85103517,000000000512939d6f3cbd5cbdecfbaf0ddca709e4b378ce33e03e5ca638995b,5,单,大
2026-08-06 09:58:00,85103529,00000000051293a9c6e98da02eed1fb9c6cd9f271273a78f6b780c7e9033a503,3,单,小
2026-08-06 09:58:32,85103539,00000000051293b31909d796429aa18810bb6515bd63fc2eeaf942344b05fd7c,7,单,大
2026-08-06 09:59:02,85103549,00000000051293bdea34988b99b88b898cd2c0d0e1dd671b74fd55c3e367764c,4,双,小
2026-08-06 09:59:42,85103563,00000000051293cbd4f5ed78c81e99611f9d9dfccc5a96ba7c1c8f5bd41547fb,7,单,大
2026-08-06 10:00:16,85103574,00000000051293d609cd94a17c9762546f5dd97a5b567edbdab2ac779af5f9f8,8,双,大
2026-08-06 10:00:50,85103585,00000000051293e173f9fea5d2c301107309c778313f6cd0904cb291ee0bf222,2,双,小
2026-08-06 10:01:22,85103596,00000000051293ec9cba351e32f2216237fbd2ccd6e59aa43ebe1ecb1311054f,4,双,小
2026-08-06 10:01:53,85103606,00000000051293f6f92bbcafe59680006510d9be61b7879bc8eb3c887089e629,9,单,大
2026-08-06 10:02:25,85103617,0000000005129401eb4e3fedd3fd5d17c7451c7197dedf7b6250d0d2f9df4c53,3,单,小
2026-08-06 10:02:56,85103627,000000000512940b4c5269c52b082aa8ad3d0d99fde39a2dc66736773b35bff8,8,双,大
2026-08-06 10:03:37,85103641,0000000005129419f77b13d6d7b28928efc36766169c343a9efb06792a919d5c,5,单,大
2026-08-06 10:04:08,85103651,0000000005129423429325e8d97dd0cdce0a4a07fe805ec2fee3059acafb92d5,5,单,大
2026-08-06 10:04:44,85103663,000000000512942ff0e39a3808b30004bd99386ac8255ee64488ea536c06a004,4,双,小
2026-08-06 10:05:27,85103678,000000000512943eac29b2b2ff4b9cea8c9245ffd91f082b66a9d79d96eeb38d,8,双,大
2026-08-06 10:06:01,85103689,0000000005129449c3775a8eecd3d2cf9fef3345ba7ac00a95d977f2ea5f01ac,1,单,小
2026-08-06 10:06:35,85103700,0000000005129454618b2f259bb2a4ca29b91280177dbeaa374b83c701f45a02,2,双,小
2026-08-06 10:07:08,85103711,000000000512945f3b3b4eaf515a384c2a44c58b2891c58f027e72f94e962f70,0,双,小
2026-08-06 10:07:44,85103724,000000000512946c731b414e02b9d8ab22252a947be302a52aaf1124abe3aead,3,单,小
2026-08-06 10:08:23,85103737,0000000005129479f5b75d375edf29a26ed6910e1bd6b34079d0bd2f1460cb83,3,单,小
2026-08-06 10:09:00,85103749,00000000051294851223f3394f510f243c920afdedb4ef70c13672c6c9f3d86e,6,双,大
2026-08-06 10:09:31,85103759,000000000512948ffde63c82f2927bebe9da444f3f4549406432f754692ce234,4,双,小
2026-08-06 10:10:04,85103770,000000000512949a9694eee70a07360564b63a3ee440595dd2eff16e3a6dbba8,8,双,大
2026-08-06 10:10:26,85103777,00000000051294a1cb005876bbf52e314b5c03a6abd2efe0c73b9f0975cab504,cab504,4,双,小
2026-08-06 10:10:41,85103782,00000000051294a68414725f7ad22d84f3b4cfa8098728b9eed493f84053a63d,3,单,小
2026-08-06 10:10:59,85103787,00000000051294abe671729c6126ffc802a090b7aff236cd6ff4786435044a65,044a65,5,单,大
2026-08-06 10:11:17,85103794,00000000051294b2592cf6efa25cbaf72285f3b7ac552001c828ed345c71477b,7,单,大
2026-08-06 10:11:32,85103799,00000000051294b76d120afc7cc764c1f821c371606e1687d15dc45b9eee672d,ee672d,2,双,小
2026-08-06 10:11:54,85103806,00000000051294bed4250eae6bb88ec8ae5e7caa9de5fad0103d177b677e575e,7e575e,5,单,大
2026-08-06 10:12:12,85103812,00000000051294c405713abb101233f2968dbe2bd0301944e27c62414b41c508,8,双,大
2026-08-06 10:12:29,85103819,00000000051294cbd34f81259f18f65b6ad5bebe48614edaa1a59896c1e9afa1,1,单,小
2026-08-06 10:13:00,85103828,00000000051294d40339e770eba2da62abcc1b3c1bfa8eb4570c72e6dbd9845b,5,单,大
2026-08-06 10:13:34,85103840,00000000051294e0d2a9071aa93d1c363d5d5f641c01a961676d840a58c70c0f,0,双,小
2026-08-06 10:14:05,85103850,00000000051294ea76ecace972c7a3f6b61dfa6107687c5fb27ccdc74cec33ca,3,单,小
2026-08-06 10:14:45,85103863,00000000051294f7a197ae264db784618fd94612f20df08c4fbbe988118b5801,1,单,小
2026-08-06 10:15:18,85103875,0000000005129503a89bdb0eae6c385ac4a811e97487881d05defa6e4380bdfb,0,双,小
2026-08-06 10:15:55,85103887,000000000512950f2fb6d89fc28ac88527b15e753e73031a0a139befde09c553,3,单,小
2026-08-06 10:16:28,85103898,000000000512951a8f8af0389695c045139e7fe24c607d1d9ebe262862b3d7fe,7,单,大
2026-08-06 10:16:59,85103908,0000000005129524aae0b3ecdd5fc28e9b385256590cbe92e56377d37f04077b,7,单,大
2026-08-06 10:17:32,85103919,000000000512952fe68e628469d1eab6293bd41025aaca15ce9a1b4fc3e6e7c2,2,双,小
2026-08-06 10:18:02,85103929,00000000051295393431ca3d5d0f3cc121366900b2e93891da0ae281f956a378,8,双,大
2026-08-06 10:18:35,85103940,00000000051295441e74c290a25cce86fe58d02ad0a9700bd2cf5c3fe453aae1,1,单,小
2026-08-06 10:19:09,85103952,0000000005129550836c629f1e7ad1390318d6726938e1ef93c3d14c5dc8f48c,8,双,大
2026-08-06 10:19:45,85103964,000000000512955c9447177efd03ad5e36e6306f9da6c938b2a68bec97f2e12f,2,双,小
2026-08-06 10:20:22,85103976,000000000512956879b2d96afaa5377024caf90e6b84ba0b710dbae1f44f7cc0,0,双,小
2026-08-06 10:20:53,85103986,0000000005129572e745aaf8ab2fff6b842f7f6f23fff6e0bb37215141780804,4,双,小
2026-08-06 10:21:23,85103996,000000000512957c8b33a5a976f96489675b1a222a9b8e5b23aa41cac275cecd,5,单,大
2026-08-06 10:21:53,85104006,0000000005129586ec9bdd00401569c4f58ce0eb519a41ffc0b030812a5ae7fa,7,单,大
2026-08-06 10:22:26,85104018,00000000051295923feef5bbb3ef61ac25a94e08d617daccdd9bc6c725ee5448,8,双,大
2026-08-06 10:23:05,85104030,000000000512959e0bee552dd7eecd7bf87dfbad02717898e0ce8cdd129223dc,3,单,小
2026-08-06 10:23:44,85104044,00000000051295ac7f572e959f5d45af80eb8f09df4b0b261ea8b9bc62e09fee,9,单,大
2026-08-06 10:24:20,85104055,00000000051295b76bad28a0e8a2c9c4a870f6318bd496668d968d0aa013451f,1,单,小
2026-08-06 10:25:03,85104069,00000000051295c551deca21ff0067c92c56edf4471e32b541978d412da58fbe,8,双,大
2026-08-06 10:25:34,85104080,00000000051295d0b4b63131f34365af3cd57e9c74e4ffd56fddbe02ddf9fded,9,单,大
2026-08-06 10:26:04,85104090,00000000051295dab9d9106fcb17b06893f6709926cffa9b2233876929aa00b8,8,双,大
2026-08-06 10:26:35,85104100,00000000051295e4b3ea919c4c914dee9bac5dafce7db57dcdbf49cfac3bbd92,2,双,小
2026-08-06 10:27:05,85104111,00000000051295ef5ea015094685853ce06fa8040ef4a9f2fe49b390b39f0376,6,双,大
2026-08-06 10:27:41,85104123,00000000051295fb33ce3a8f9b477889bf33b60251c68e7ef60f9cb786f14145,5,单,大
2026-08-06 10:28:17,85104134,0000000005129606205489609bdcff296566274b354b2e319cbbe18d80291956,6,双,大
2026-08-06 10:28:53,85104146,0000000005129612d490f75842182b2a9253c574bd51e7a76f2342504da7bcde,7,单,大
2026-08-06 10:29:29,85104158,000000000512961e321277099767764fba81c40c376428591eadf3c82bd77200,0,双,小
2026-08-06 10:30:12,85104172,000000000512962ce5f501b0fe9d8c5be25addaeca05f34ec47dbbd126a2df40,0,双,小
2026-08-06 10:30:46,85104184,0000000005129638afe1bd9671406374ccd9f4bd43a8bbb2f162f4b667fc5a24,4,双,小
2026-08-06 10:31:22,85104196,0000000005129644c5e244282246a9dffa64d36fc1f6b11fcb0b7fcd5c0cf649,9,单,大
2026-08-06 10:31:55,85104207,000000000512964f91bb5fe972d1da21e50f64bae22c2e3f3aebe3c7054b1838,8,双,大
2026-08-06 10:32:26,85104217,00000000051296594623d291a479b5af7621c31842da758dce2116353d8a9a49,9,单,大
2026-08-06 10:32:59,85104229,0000000005129665ff9e55d69690d77e1c33d190aa2c07d2b1ebdc3477e1fef2,2,双,小
2026-08-06 10:33:34,85104240,000000000512967039ee632a2a2c364a7c54e8408aae73e1cfdb4c99365721f6,6,双,大
2026-08-06 10:34:04,85104250,000000000512967aed859e4d177afc5c16abd2cfe142358c43a0a70c54a9fe21,1,单,小
2026-08-06 10:34:54,85104266,000000000512968a8f87a4f9bab26228d8cf45296df94d2c55333d93c0c44b4d,4,双,小
2026-08-06 10:35:53,85104286,000000000512969e23ff8a00f62393900bc008f70ffd05a2ad1a25cca98b3936,6,双,大
2026-08-06 10:36:35,85104301,00000000051296add2faa40bdff4e68eae34fd7b544a3b3e1dcb623c1df629cb,9,单,大
2026-08-06 10:37:12,85104312,00000000051296b8e1b3cddd5b9d219254edef4804c1a2c4fcb994342e3c7573,3,单,小
2026-08-06 10:37:49,85104325,00000000051296c54fdd3de1931e7cbf5f07281e879b9e946e931ac3d73f9e48,8,双,大
2026-08-06 10:38:24,85104337,00000000051296d13520b305cb1d695e37fc944a4fd25fa83af66cf310163859,9,单,大
2026-08-06 10:38:55,85104347,00000000051296db3eee8d52ffa4eee74fa03a066ad7634c38cac832b9ffddd5,5,单,大
2026-08-06 10:39:25,85104357,00000000051296e577fff57c87e5604ae91a6a52b11b6c75baa946b9bb2ae8b2,2,双,小
2026-08-06 10:40:06,85104371,00000000051296f3b1833293583a08ae3cf1c1064dd558964bc3a3dfc8d93a92,2,双,小
