时间,区块高度,Hash,尾数,单双,大小
2026-08-06 08:35:19,85101875,0000000005128d33e8a2299b8696ab1178dca9bb0360b45fe1329474e95f0e2e,2,双,小
2026-08-06 08:35:22,85101876,0000000005128d346e18a81eeb267b93f732c72e89e73f987481d34c32326952,2,双,小
2026-08-06 08:35:25,85101877,0000000005128d35b8ffdd7832ed0fc513148a7689da9754ed8519570477d1ab,1,单,小
2026-08-06 08:35:28,85101878,0000000005128d3631ad57246dfea71d5ecc022850d4e46ed8519e198e97e62a,2,双,小
2026-08-06 08:35:31,85101879,0000000005128d37cf96729c45abab896a59fc71f1440297f3d6534c2af69f20,0,双,小
2026-08-06 08:35:34,85101880,0000000005128d38e27342c2cf18e3d524f17276824a17354d46a835eb3767bf,7,单,大
2026-08-06 08:35:37,85101881,0000000005128d39dd185517e7a6ac2228169c7f82ddda8d99b0521c5531246c,6,双,大
2026-08-06 08:35:41,85101882,0000000005128d3a053f5632c6e4a1387305f06f4ecff3bdbe09e8b72565d08f,8,双,大
2026-08-06 08:35:44,85101883,0000000005128d3b34d57f743832115d2a7d86b64930edcb31dd73d6cd88c2b9,9,单,大
2026-08-06 08:35:47,85101884,0000000005128d3cea199cb709695a04e8c21b5067daa5397c83c95e9c08b325,5,单,大
2026-08-06 08:35:50,85101885,0000000005128d3d509a06882b7fe88cf3431ce5c113b884b5216b429b9b9f1d,1,单,小
2026-08-06 08:35:53,85101886,0000000005128d3e0b728f37464676f004161c7ba236ea00f7c793e3f9fdaeaf,9,单,大
2026-08-06 08:35:56,85101887,0000000005128d3fc0510b0cc300ce72f03465705c516d30db3da891444fe819,9,单,大
2026-08-06 08:35:59,85101888,0000000005128d40d9b635febab904e2edb5bb03b711255c556fd701ed62933d,3,单,小
2026-08-06 08:36:02,85101889,0000000005128d41673f587421e878e83757bf069b03760301cbb3423b810db6,6,双,大
2026-08-06 08:36:05,85101890,0000000005128d421fbce2e5d39d78fbdcb4ba6cb743e24977f0b7afc5212c4f,4,双,小
2026-08-06 08:38:10,85101932,0000000005128d6c20b1372c2fdb3aee54a11e8ab48993c1920795c4571b1b2a,2,双,小
2026-08-06 08:38:13,85101933,0000000005128d6d56e4f58711dac1dd05b630fe7b59ba7e7a4cabdaefdccd33,3,单,小
2026-08-06 08:38:16,85101934,0000000005128d6e490c7b1c950a35ef0c49f61dc5f16982d4aecb254499097d,7,单,大
2026-08-06 08:38:20,85101935,0000000005128d6fe9b2ee99c3d4e3d1433d18adcded4e1e44e05dc4d876f0a0,0,双,小
2026-08-06 08:38:23,85101937,0000000005128d718a75635f5d02c96dce18bf1000a3abc74b7555ae60a2c1ef,1,单,小
2026-08-06 08:38:29,85101938,0000000005128d72312edfdab67497ad03f2289ed89361926c694e20ca77b339,9,单,大
2026-08-06 08:38:32,85101939,0000000005128d734f557c9329852df072759833c6aa9004a193d3ab8bb1f9a2,2,双,小
2026-08-06 08:38:35,85101940,0000000005128d74ce37afa62116e4d286b1d6da58744961a0ca9028cdc03946,6,双,大
2026-08-06 08:38:39,85101942,0000000005128d76f47eba6a07dac8a051a0c824c78050f70ee4f288bee10912,2,双,小
2026-08-06 08:38:45,85101943,0000000005128d770f29a2a61348c71b17ad1b9df6a61be31ce56795d9758fbb,8,双,大
2026-08-06 08:38:48,85101944,0000000005128d781125e8b07e6367112184d368dbd88eabe88cb0c810150c0b,0,双,小
2026-08-06 08:38:51,85101946,0000000005128d7a0c6fe396c6ff150b474db74da49d2508f9c9af32c020c7a3,3,单,小
2026-08-06 08:38:58,85101947,0000000005128d7b4eb6f04200d1fb9347c9050c0b61063d7576ef5f2494cb8b,8,双,大
2026-08-06 08:39:01,85101949,0000000005128d7da66c6cce344225ad1d8f97ce83ad89ecbcbc33748d40b3ca,3,单,小
2026-08-06 08:39:04,85101950,0000000005128d7e127298e8f6e6848aad8610edf73d642b1f2e0a75c66948d9,9,单,大
2026-08-06 08:39:07,85101951,0000000005128d7f1cf5226949c0ed2508e0cecda7ed31d2c8707d01195d217d,7,单,大
2026-08-06 08:39:10,85101952,0000000005128d8054e870d8cecce34b6a612ca75451193f67e7fe3ddf51607e,7,单,大
2026-08-06 08:39:13,85101953,0000000005128d812ef6654ad5731e890d1eb3354d6378e593c8baab15c36a0a,0,双,小
2026-08-06 08:39:16,85101954,0000000005128d8285181699bb9938f55b34b8e1f15e441a1a6a845243496664,4,双,小
2026-08-06 08:39:19,85101955,0000000005128d832ab4dc1e0e9c825637bb4e63a0db44990099aade237f587b,7,单,大
2026-08-06 08:39:22,85101956,0000000005128d849e9cd868dadcd1109f7de0ab099cf749b0f099b9bb9c60a4,4,双,小
2026-08-06 08:39:25,85101957,0000000005128d85ca790d20feac772b8102e88bb861f5986cfc9ad7696c7f59,9,单,大
2026-08-06 08:39:28,85101958,0000000005128d86eb427da847de1a9ac9bbe60f7b2ce2e6595ad2928d0ec6b8,8,双,大
2026-08-06 08:39:31,85101959,0000000005128d870d140548fcc7d2a9a05828287898b0272090786ba102962a,2,双,小
2026-08-06 08:39:34,85101960,0000000005128d882a59c8f4019516f50b366f82ff2e9ac2aea87412b74de32e,2,双,小
2026-08-06 08:39:37,85101961,0000000005128d8938f0345161126218cfb5630585b8d24ae13d6365dcc64350,0,双,小
2026-08-06 08:39:40,85101962,0000000005128d8aa3f40bdc117df1c8585f1ab4cab7031f4080284f823a6968,8,双,大
2026-08-06 08:39:44,85101963,0000000005128d8bfd6ca53e6dcb06a2a3c4e69db2a89ffca6d76ec73ef92867,7,单,大
2026-08-06 08:39:47,85101964,0000000005128d8cc5b76fa1a0617ca2f0ed9fca41f368a4560220ca5c4dd5b6,6,双,大
2026-08-06 08:39:50,85101965,0000000005128d8d0791a8cfcaef5ff31220ce1d1b1bf65556d7379e8e9a5537,7,单,大
2026-08-06 08:39:53,85101966,0000000005128d8ebd8aad178c29c3c0d49f4c1ee5a59bf30efac7e2d714a0a0,0,双,小
2026-08-06 08:39:56,85101967,0000000005128d8f901243d584269a9bc0087627dc93dac37b0aaa128a1770fa,0,双,小
2026-08-06 08:39:59,85101968,0000000005128d90fb2be579946df068cd109cbe1ce0503037b2ee46f96e6ed8,8,双,大
2026-08-06 08:40:02,85101970,0000000005128d92d1e366109b695e64d8f666f819dafd29899912cf7802dfdb,2,双,小
2026-08-06 08:40:08,85101971,0000000005128d93e9f051a834bed850dc78790f684f1095745144585a978695,5,单,大
2026-08-06 08:40:11,85101973,0000000005128d9541211233c5033fa14081c52dab10060aaf77ce3e09cc839a,9,单,大
2026-08-06 08:40:15,85101974,0000000005128d9662dd122b14fa7784b3c27477e3b14988eb3e55cff9fc5616,6,双,大
2026-08-06 08:40:18,85101975,0000000005128d9792db7a75fa702ff85a3505307ce28eb6b4157fff1ccb8d56,6,双,大
2026-08-06 08:40:21,85101976,0000000005128d9868a344fc935b5c4691ed6b1192ab7ead211a5742787cafa4,4,双,小
2026-08-06 08:40:24,85101977,0000000005128d99e5f2742c877b4639ad32f951c94b8cfe6a59d149dc67042f,2,双,小
2026-08-06 08:40:27,85101978,0000000005128d9a07a875ae794ffe26782a3c27b4fbe2bf004af74159224c9a,9,单,大
2026-08-06 08:40:30,85101979,0000000005128d9beb9d3edcab66d0ec6cd638f1d6f610b78e7d7de328856e92,2,双,小
2026-08-06 08:40:33,85101980,0000000005128d9c935ffba32c7346d667e48c946a7af4e07a9c94bdb2ab116c,6,双,大
2026-08-06 08:40:36,85101981,0000000005128d9d41a50427f00fe1d231c93e874e443d150fca90346b4919a3,3,单,小
2026-08-06 08:40:40,85101982,0000000005128d9e03b2898fa28c159957521cc7c94f92872c25e6c776dc62db,2,双,小
2026-08-06 08:40:43,85101983,0000000005128d9fced45b12b0e6af32907416efe22bb573ce7161777a563fe0,0,双,小
2026-08-06 08:40:46,85101984,0000000005128da0ac3c2751235cbc796e43fcd4c3d16b6aecd9487b6220ca23,3,单,小
2026-08-06 08:40:49,85101985,0000000005128da1851e8ab10ba2ad7ac2eef71694514bc80bc27fd61f5b9d1d,1,单,小
2026-08-06 08:40:52,85101986,0000000005128da23ed4ae4b9ebd0902536f9471ad56cbf0bb0e4798727946c0,0,双,小
2026-08-06 08:40:55,85101987,0000000005128da3189be201e6375d1167612037ace4a224da4e1e442e3efb0b,0,双,小
2026-08-06 08:40:58,85101988,0000000005128da4454875393ce4767c2a74ead4670d9bd21cd369af82709312,2,双,小
2026-08-06 08:41:01,85101989,0000000005128da545acb6199956df216434843fc2929f74405f2df83463c765,5,单,大
2026-08-06 08:41:04,85101990,0000000005128da64ad88796412cb110fa6ab7870960f4f982f12d1eca81e152,2,双,小
2026-08-06 08:41:07,85101991,0000000005128da78530a0bbd74f87c8dbc20a43ef700dd5f934de641d290966,6,双,大
2026-08-06 08:41:11,85101992,0000000005128da8312114ec41d598b65e82ff85e51803360c64b4fbf2786314,4,双,小
2026-08-06 08:41:14,85101993,0000000005128da9186ba1b247b2aa22e6c493a79bc748d46d0a1324ea56ff0b,0,双,小
2026-08-06 08:41:17,85101994,0000000005128daa61dd873257652aaca6839a32c84bd49df9b9230003a4af85,5,单,大
2026-08-06 08:41:20,85101995,0000000005128dab0d65481501391a8ac54a1e43d71243820d2f61101b822f44,4,双,小
2026-08-06 08:41:23,85101996,0000000005128dacc785a47a6b9f5419df044800b368864ec5470f786129f918,8,双,大
2026-08-06 08:41:26,85101997,0000000005128dadeee60b6f842b11ff941acd957176f5f19d735cb9b7709007,7,单,大
2026-08-06 08:41:29,85101998,0000000005128dae9d2a73ab9a33f941eafb95f42bec7449053a8be02731d2e7,7,单,大
2026-08-06 08:41:32,85101999,0000000005128daf9e789f6934053a36d55b50df4c0a8a2089fcdd4bb8e69c7b,7,单,大
2026-08-06 08:41:35,85102000,0000000005128db0535018761b70a2e8b3f8f24b85e0663bc32b7c093a91a4bf,4,双,小
2026-08-06 08:41:38,85102001,0000000005128db14517f00fb06fe86db4efa57567c6514bc238fa32742c8589,9,单,大
2026-08-06 08:41:41,85102002,0000000005128db24788db2e79fd41bd881e47a93d58f76032a8521f661302ff,2,双,小
2026-08-06 08:41:44,85102003,0000000005128db37ce272c03810ff035f6d9553b0f14df49265c44b9c90f66f,6,双,大
2026-08-06 08:41:47,85102004,0000000005128db4b9f0cb280c3cadbe67fe0b05114f36af07ead5b1bfa379a0,0,双,小
2026-08-06 08:41:50,85102005,0000000005128db5dfba6bf799c68d4fe4edc1fe50451849c45e738615169030,0,双,小
2026-08-06 08:41:53,85102006,0000000005128db6f0f1e9cd47e8573ce7e10809725e7c9ea2e063bf79db220a,0,双,小
2026-08-06 08:41:56,85102008,0000000005128db8947c3338872ef81614551919c0f7b38f50803fbb22bd638b,8,双,大
2026-08-06 08:42:03,85102010,0000000005128dbafafc0c269f8076384e5c58def39fc392e2a2a4c0b52b7b4d,4,双,小
2026-08-06 08:42:06,85102011,0000000005128dbbe84adf990a9d3e4fec6f04f2cb987e27a92a65b596f0715a,5,单,大
2026-08-06 08:42:09,85102012,0000000005128dbcae3641f1473a5e5f37815b647dbd15a56ea53ae1af6570a9,9,单,大
2026-08-06 08:42:15,85102014,0000000005128dbedb90351ab6309284473aa24e50d68cab5092493df3e9fd86,6,双,大
2026-08-06 08:42:18,85102015,0000000005128dbfefa5e01fd280ee20be9081cc380b6fd9cf75fe61f22ff60a,0,双,小
2026-08-06 08:42:22,85102016,0000000005128dc02bb925396c240a021a9bb945df6e93c3053fb70e5e8b8391,1,单,小
2026-08-06 08:42:28,85102018,0000000005128dc2271c7544801e9b679b00e81dcca64b794f65d3f72736a31b,1,单,小
2026-08-06 08:42:31,85102019,0000000005128dc378ab7d8aec90862485f00b91e03ce8c8f09745472d283fc2,2,双,小
2026-08-06 08:42:34,85102020,0000000005128dc47195a659d733731f8b90ac4f62e70a6a24c8b176d93ebeaa,3,单,小
2026-08-06 08:42:37,85102021,0000000005128dc5401c25e0b49c8e46c155f9ae9014d27fbb0676d5d0a239ef,9,单,大
2026-08-06 08:42:41,85102022,0000000005128dc64f8836f7413de4eecbe7c82384455780fb00b8ef0865bc2f,2,双,小
2026-08-06 08:42:44,85102023,0000000005128dc737d9bf947e83fb339d9e48f89167ad2efa2a17c3ec4bfd90,0,双,小
2026-08-06 08:42:47,85102024,0000000005128dc86157dbcd37750ee739a2c12298b9ade83ba4384e24bb3090,0,双,小
2026-08-06 08:42:50,85102025,0000000005128dc9c280fbd6e16623604cbe88bc26ce73e99357300f581e4e7b,7,单,大
2026-08-06 08:42:53,85102026,0000000005128dca905e24478d21942d737081ec5ee1c306a19d6ced14002541,1,单,小
2026-08-06 08:42:56,85102027,0000000005128dcb3902fe1549b076f235fd5ee54dc038fe7a4d676b674ce9ac,9,单,大
2026-08-06 08:42:59,85102029,0000000005128dcd8cc5ca89d2018a54e3104ad58071c5a8138b5ad041b2bf4f,4,双,小
2026-08-06 08:43:03,85102030,0000000005128dce75003796a977c0ea46fb09f6367d0f59063c259c5eb3ff72,2,双,小
2026-08-06 08:43:06,85102031,0000000005128dcfaaf26fc64ad92f7b04611257dc8e83f7765c62fd1368129b,9,单,大
2026-08-06 08:43:09,85102032,0000000005128dd03f2863bf1aa41afdabd1e7ef89d822efc139acfc13a774eb,4,双,小
2026-08-06 08:43:12,85102033,0000000005128dd1d22a3b7593f122974e399d009dd9404c1540fa11289985cd,5,单,大
2026-08-06 08:43:18,85102035,0000000005128dd3d7a655ffa7e6738b82dac5bc0184e39df69f63d02b76db74,4,双,小
2026-08-06 08:43:24,85102036,0000000005128dd42b58497020deb0f69413dab912c8260f751436aad5249da4,4,双,小
2026-08-06 08:43:27,85102038,0000000005128dd686dea7e64e776041e0c341c8708acf2a2b2ef43fe8c1ba1d,1,单,小
2026-08-06 08:43:30,85102039,0000000005128dd7e22d2b47c1113dfa3ae9e5191693c612ac718d74d8cea830,0,双,小
2026-08-06 08:43:33,85102040,0000000005128dd84c1a8d2fe323aad8b14e234b87fabb624865359c14494521,1,单,小
2026-08-06 08:43:37,85102041,0000000005128dd9c932b3a0457950678b34e7e52380fd1df5be67076e294ee8,8,双,大
2026-08-06 08:43:39,85102042,0000000005128ddadfaa1bdeae19ad5d69a3ec61450cc7522e9bd9fb8b817c01,1,单,小
2026-08-06 08:43:42,85102043,0000000005128ddbc782dda75fe5c5cc60d0a067f30fc4b7acac03aecd758771,1,单,小
2026-08-06 08:43:45,85102044,0000000005128ddca77e8428d331e70b1c3ec28e9c74f9facbea79698a5cb734,4,双,小
2026-08-06 08:43:49,85102045,0000000005128dddcf9660a5bfcb1a6bab20b0c2b7a77dadd0de1fea1620b315,5,单,大
2026-08-06 08:43:52,85102046,0000000005128dded1bdf5aff2cba4bd80acff4f3c831ed9ca3ddf1f054498ba,8,双,大
2026-08-06 08:43:55,85102047,0000000005128ddf98844b432ef47b3f198b23f490990d669346c95475aee201,1,单,小
2026-08-06 08:43:58,85102048,0000000005128de0343f48226c3f9119bb42d4cc7020780ad3b7ada070b95668,8,双,大
2026-08-06 08:44:02,85102049,0000000005128de14af4b1caa04ae33d9aefe8ce78708c52fa5e66a3346ffd1a,1,单,小
2026-08-06 08:44:05,85102050,0000000005128de27fb1b6304ff7eab2036f3ff0c15505df88090196bac1fd48,8,双,大
2026-08-06 08:44:08,85102051,0000000005128de308c867b250e22c0ace2e47980ac7c4b22a0690fd0a8d8cc1,1,单,小
2026-08-06 08:44:11,85102052,0000000005128de47af0576bafda7689f21a3366635f9d4848fdcc237dcae493,3,单,小
2026-08-06 08:44:14,85102053,0000000005128de5ded0026b9665a55b0d8808b5bd4845222f849026b9c88e84,4,双,小
2026-08-06 08:44:18,85102054,0000000005128de6edfcc169b88c2362c65ceb6de6c419c66c81eccb296023de,3,单,小
2026-08-06 08:44:21,85102055,0000000005128de7c6238fb6d9d8f88311eda485c86661825c4c420c5e8914fd,4,双,小
2026-08-06 08:44:24,85102056,0000000005128de809c2324db7b7b2c43b8bb4f852b4647b01baac7a6573b623,3,单,小
2026-08-06 08:44:27,85102057,0000000005128de91d235d2c9680bfb3c496405a99b7a00aa3eeac9e6668c205,5,单,大
2026-08-06 08:44:30,85102059,0000000005128debf2ccd09eb2c2add5aadfd2fde2d833a71f54f30a9fdb424e,4,双,小
2026-08-06 08:44:33,85102060,0000000005128decaf48315d670580a9d703d03ec21882ab58cc34aae18f2bfa,2,双,小
2026-08-06 08:44:36,85102061,0000000005128dedd0f5845d9d8eab088d81990cff2b1a550870fdaae5408b8e,8,双,大
2026-08-06 08:44:39,85102062,0000000005128dee8cb074ee392a203f7fa0744928aaf324e9e05e11673bc0fd,0,双,小
2026-08-06 08:44:42,85102063,0000000005128def21b3bcc58802116eb9a1b1de50059d817f64b1f3cbf4fe78,8,双,大
2026-08-06 08:44:45,85102064,0000000005128df04c76fdc9861311ea7b0a5c8095b71d2d70f48692c9147669,9,单,大
2026-08-06 08:44:49,85102065,0000000005128df17c97383ed577a461b91e53619c2b57d3a77351da45767895,5,单,大
2026-08-06 08:44:52,85102066,0000000005128df24a88b19bc256e28167b84f09905152e0fa10048707a8ecc7,7,单,大
2026-08-06 08:44:55,85102067,0000000005128df3befe92ffb8409c77f96861bd5a9247feb5541bea51c13a16,6,双,大
2026-08-06 08:44:58,85102068,0000000005128df4c15b54a7e8ff1c086600b75ed32ce79d5b72c05f6ef90d83,3,单,小
2026-08-06 08:45:01,85102069,0000000005128df556f1fd31c90c38673ee0cce2e17d662e56fd2e61acb64686,6,双,大
2026-08-06 08:45:04,85102070,0000000005128df6f7f70fc5e89b2ac2fda0cfe68b128346e342818b6e186c9a,9,单,大
2026-08-06 08:45:07,85102071,0000000005128df7bb391800738becd95c725510dbf2c935b0c5b7b92933f19f,9,单,大
2026-08-06 08:45:11,85102072,0000000005128df89a73f4fb420d75a0c3e5e34bd8aa9b661f3ba2550742d420,0,双,小
2026-08-06 08:45:13,85102073,0000000005128df996545d3b958a0e5df6c75aeb023258522b7c932a241bada1,1,单,小
2026-08-06 08:45:17,85102074,0000000005128dfa86f6825c93519350b99132e2ab88705bff0c750917634d27,7,单,大
2026-08-06 08:45:20,85102075,0000000005128dfb23965a5b0cc87dd23f58bd2ca832a70f8d37faf2989c5b8d,8,双,大
2026-08-06 08:45:23,85102076,0000000005128dfc4bef5d19a9e0254d480ad0e32b25cdc4a83ddf54be05cf81,1,单,小
2026-08-06 08:45:26,85102077,0000000005128dfdf656512a37aecccbff4892e02d343ecac8f66251c0150d87,7,单,大
2026-08-06 08:45:29,85102078,0000000005128dfef7141962e728a426f451a1d9d51b1d7d43b2ebbd41444f65,5,单,大
2026-08-06 08:45:33,85102080,0000000005128e00ca84fce203d1b6bfd299bb5648730f99465d3917f6982ade,2,双,小
2026-08-06 08:45:36,85102081,0000000005128e014d7b6004eca90505ca91c24b7c8a94c2623c45520da806cf,6,双,大
2026-08-06 08:45:42,85102082,0000000005128e027c6b853390edb9720d97aa5e9fa08a20e7f2fa4ddda5627a,7,单,大
2026-08-06 08:45:45,85102083,0000000005128e03a860ec62745b56e0d7b4f12812989ff2edf470fc15cfd65a,5,单,大
2026-08-06 08:45:48,85102084,0000000005128e04f50d4122bb4901e8adaaa9989bfa9162205679f8c52108cc,8,双,大
2026-08-06 08:45:51,85102085,0000000005128e05c1f0346221f3d4acdc09c193f02844da1caa047bf97e0312,2,双,小
2026-08-06 08:45:54,85102086,0000000005128e060ed9f845dffb4aaab96d4a97ee3339fafd0910b147d311bd,1,单,小
2026-08-06 08:45:57,85102088,0000000005128e088d57c1101192b977e677b18ab2deddd254fc3731eb291231,1,单,小
2026-08-06 08:46:00,85102089,0000000005128e09ef66fe8a97d2e22466ace6022be7072ed1638a1cd503873e,3,单,小
2026-08-06 08:46:03,85102090,0000000005128e0ad8865200a93470a3e96cc64286c9fa901b12cf24715c4b07,7,单,大
2026-08-06 08:46:07,85102091,0000000005128e0b31ad560684463767410fd2f4e2b7e0bf92c9839352550d90,0,双,小
2026-08-06 08:46:10,85102092,0000000005128e0cde9b421e2400bbc9e98cef4c24136993037d164be8d34b4d,4,双,小
2026-08-06 08:46:13,85102093,0000000005128e0d0df2d2a7da152437aaa04ccdb6b323884a0eedb2863fba8e,8,双,大
2026-08-06 08:46:16,85102094,0000000005128e0e921c1d437224e175b5e7af3e77650231976750970178752e,2,双,小
2026-08-06 08:46:19,85102095,0000000005128e0f230c2015f80a990b14df9ad2e3125d872880209e6f656192,2,双,小
2026-08-06 08:46:23,85102096,0000000005128e1084520aecc91a36223f69609e79a338496fcf64c49ef0af8e,8,双,大
2026-08-06 08:46:26,85102097,0000000005128e11d367e85672db29f05641b0885c336e68bc21f609856bd018,8,双,大
2026-08-06 08:46:29,85102098,0000000005128e12beb54a40e4ca9ed2fb31d562abb5715e8ce46adae41552a0,0,双,小
2026-08-06 08:46:32,85102099,0000000005128e13b958497a7dd88d3bd83e8c7053ee3925cf55495f146f464e,4,双,小
2026-08-06 08:46:35,85102100,0000000005128e14585d9a9f9c386723e7854613d183d5e2f659024888102be5,5,单,大
2026-08-06 08:46:38,85102101,0000000005128e152f7a766df37fb5b567f12d80254e7ab16445ad7358c81c70,0,双,小
2026-08-06 08:46:41,85102102,0000000005128e16a2e8fef7aac40d067cd808ac3eba9d03260544f368d5419b,9,单,大
2026-08-06 08:46:45,85102103,0000000005128e176df4acced950b4dcaa9ddba3718652de728934e6c506379c,9,单,大
2026-08-06 08:46:48,85102104,0000000005128e18615b7532d75378a89adc5c8bc2ec121adeae609d054e0cdc,0,双,小
2026-08-06 08:46:51,85102106,0000000005128e1a787bf98d46ed69d0e5c0c19135618458a224c2df1fb32860,0,双,小
2026-08-06 08:46:55,85102107,0000000005128e1b7de2b0325cac2968c697f5483b07b7df6a19fbf05bb8f659,9,单,大
2026-08-06 08:46:58,85102108,0000000005128e1c25516a119885aba9206939ad90545839e31b559a93496488,8,双,大
2026-08-06 08:47:01,85102109,0000000005128e1dffb14e425043685b6107105a6ea4d338a852edf8f56d3728,8,双,大
2026-08-06 08:47:04,85102110,0000000005128e1e708bc6e451f40edefc3c9634ea73919445f803404819c4f3,3,单,小
2026-08-06 08:47:07,85102111,0000000005128e1fd87d1b61fffdb6c4d0324c18d5c09a8cfc2b3e4a2f61c90e,0,双,小
2026-08-06 08:47:11,85102112,0000000005128e2007d59c492472aa1e6638def9277bb294d58cf5f7292284b0,0,双,小
2026-08-06 08:47:14,85102113,0000000005128e2142bd576e8725c694e66dbcb7b0d695bbc519dd0e900a937e,7,单,大
2026-08-06 08:47:17,85102114,0000000005128e222de1b0ed642ed5e8b3f0ce160aa9ccfda32cdefac30c3e7e,7,单,大
